cohort_month,loyalty_status,months_since_acquisition,active_users,cohort_size,retention_pct
2022-01-01,1,10,1,1230,0.08
2022-01-01,1,11,2,1230,0.16
2022-02-01,0,0,773,773,100.0
2022-02-01,0,1,7,773,0.91
2022-02-01,0,2,7,773,0.91
2022-02-01,0,3,4,773,0.52
2022-02-01,0,4,2,773,0.26
2022-02-01,0,5,1,773,0.13
2022-02-01,0,6,1,773,0.13
2022-02-01,0,7,2,773,0.26
2022-02-01,0,8,1,773,0.13
2022-02-01,0,10,3,773,0.39
2022-02-01,1,0,1115,1115,100.0
2022-02-01,1,1,3,1115,0.27
2022-02-01,1,2,2,1115,0.18
2022-02-01,1,4,2,1115,0.18
2022-02-01,1,6,2,1115,0.18
2022-02-01,1,7,1,1115,0.09
2022-02-01,1,8,1,1115,0.09
2022-02-01,1,10,1,1115,0.09
2022-03-01,0,0,812,812,100.0
2022-03-01,0,1,16,812,1.97
2022-03-01,0,2,4,812,0.49
2022-03-01,0,3,2,812,0.25
2022-03-01,0,4,4,812,0.49
2022-03-01,0,5,1,812,0.12
2022-03-01,0,6,1,812,0.12
2022-03-01,0,7,1,812,0.12
2022-03-01,1,0,1239,1239,100.0
2022-03-01,1,1,3,1239,0.24
2022-03-01,1,2,1,1239,0.08
2022-03-01,1,3,2,1239,0.16
2022-03-01,1,4,1,1239,0.08
2022-03-01,1,6,1,1239,0.08
2022-03-01,1,7,1,1239,0.08
2022-03-01,1,9,1,1239,0.08
2022-04-01,0,0,755,755,100.0
2022-04-01,0,1,9,755,1.19
2022-04-01,0,2,4,755,0.53
2022-04-01,0,3,3,755,0.4
2022-04-01,0,4,6,755,0.79
2022-04-01,0,5,3,755,0.4
2022-04-01,0,6,2,755,0.26
2022-04-01,0,7,1,755,0.13
2022-04-01,0,8,1,755,0.13
2022-04-01,1,0,1213,1213,100.0
2022-04-01,1,1,3,1213,0.25
2022-04-01,1,2,1,1213,0.08
2022-04-01,1,3,1,1213,0.08
2022-04-01,1,4,2,1213,0.16
2022-04-01,1,6,1,1213,0.08
2022-05-01,0,0,879,879,100.0
2022-05-01,0,1,13,879,1.48
2022-05-01,0,2,10,879,1.14
2022-05-01,0,3,4,879,0.46
2022-05-01,0,5,1,879,0.11
2022-05-01,0,6,1,879,0.11
2022-05-01,0,7,1,879,0.11
2022-05-01,1,0,1140,1140,100.0
2022-05-01,1,1,3,1140,0.26
2022-05-01,1,2,1,1140,0.09
2022-05-01,1,4,2,1140,0.18
2022-05-01,1,5,2,1140,0.18
2022-05-01,1,7,2,1140,0.18
2022-06-01,0,0,808,808,100.0
2022-06-01,0,1,17,808,2.1
2022-06-01,0,2,7,808,0.87
2022-06-01,0,3,2,808,0.25
2022-06-01,0,4,2,808,0.25
2022-06-01,0,5,1,808,0.12
2022-06-01,1,0,931,931,100.0
2022-06-01,1,1,4,931,0.43
2022-06-01,1,2,3,931,0.32
2022-06-01,1,3,4,931,0.43
2022-06-01,1,6,3,931,0.32
2022-07-01,0,0,727,727,100.0
2022-07-01,0,1,12,727,1.65
2022-07-01,0,2,4,727,0.55
2022-07-01,0,3,4,727,0.55
2022-07-01,0,4,2,727,0.28
2022-07-01,0,5,2,727,0.28
2022-07-01,1,0,924,924,100.0
2022-07-01,1,1,5,924,0.54
2022-07-01,1,2,4,924,0.43
2022-07-01,1,5,2,924,0.22
2022-08-01,0,0,603,603,100.0
2022-08-01,0,1,8,603,1.33
2022-08-01,0,2,5,603,0.83
2022-08-01,0,4,3,603,0.5
2022-08-01,1,0,727,727,100.0
2022-08-01,1,1,2,727,0.28
2022-09-01,0,0,438,438,100.0
2022-09-01,0,1,10,438,2.28
2022-09-01,0,2,4,438,0.91
2022-09-01,0,3,2,438,0.46
2022-09-01,1,0,481,481,100.0
2022-09-01,1,2,3,481,0.62
2022-09-01,1,3,1,481,0.21
2022-10-01,0,0,382,382,100.0
2022-10-01,0,1,4,382,1.05
2022-10-01,0,2,3,382,0.79
2022-10-01,1,0,320,320,100.0
2022-11-01,0,0,358,358,100.0
2022-11-01,0,1,2,358,0.56
2022-11-01,1,0,293,293,100.0
2022-12-01,0,0,376,376,100.0
2022-12-01,1,0,249,249,100.0
